,angle,distance,time
1994,21.203125,0.58525,3.0343894958496094
1995,22.421875,0.588,3.0343902111053467
1996,23.421875,0.591,3.034390926361084
1997,47.5625,0.89525,3.0343918800354004
1998,48.671875,0.87225,3.0343923568725586
1999,49.71875,0.8685,3.034393072128296
2000,50.890625,0.869,3.034393787384033
2001,51.953125,0.88075,3.0343942642211914
2002,64.09375,1.72625,3.034395217895508
2003,66.34375,1.658,3.034395694732666
2004,67.453125,1.62825,3.0343966484069824
2005,68.515625,1.612,3.0343973636627197
2006,69.65625,1.60475,3.034397840499878
2007,70.6875,1.64025,3.0343987941741943
2008,71.703125,1.70225,3.0343995094299316
2009,72.796875,1.729,3.034400224685669
2010,84.28125,3.003,3.034402847290039
2011,101.34375,4.8045,3.0344035625457764
2012,102.421875,4.80675,3.0344042778015137
2013,103.515625,4.842,3.034404754638672
2014,141.484375,3.97,3.034405469894409
2015,142.578125,3.7305,3.0344061851501465
2016,143.65625,3.7685,3.034419536590576
2017,154.65625,3.17675,3.034456968307495
2018,162.03125,5.67,3.0344576835632324
2019,163.15625,5.51775,3.0344583988189697
2020,164.234375,5.4405,3.034458875656128
2021,165.453125,3.61025,3.034459352493286
2022,166.53125,3.55625,3.0344598293304443
2023,167.625,3.47275,3.0344603061676025
2024,168.71875,3.46625,3.03446102142334
2025,169.828125,3.256,3.034461736679077
2026,170.890625,3.253,3.0344624519348145
2027,171.828125,5.35575,3.0344629287719727
2028,172.90625,5.35575,3.03446364402771
2029,174.0,5.283,3.0344648361206055
2030,175.078125,5.26325,3.03446626663208
2031,176.171875,5.271,3.0344667434692383
2032,183.96875,2.97025,3.0344674587249756
2033,186.140625,2.916,3.034468173980713
2034,187.203125,2.9195,3.034468650817871
2035,190.328125,4.18775,3.0344693660736084
2036,198.671875,1.27075,3.0344700813293457
2037,200.34375,2.269,3.034470558166504
2038,201.421875,2.26775,3.0344715118408203
2039,202.6875,2.33375,3.0344719886779785
2040,203.75,2.4265,3.0344724655151367
2041,204.828125,2.44275,3.034472942352295
2042,206.6875,5.3085,3.034473419189453
2043,208.84375,1.106,3.0344738960266113
2044,209.9375,1.11675,3.0344743728637695
2045,211.015625,1.128,3.034475326538086
2046,212.03125,1.13725,3.034475803375244
2047,213.71875,0.8265,3.0344762802124023
2048,214.75,0.821,3.0344769954681396
2049,215.9375,0.7945,3.034477472305298
2050,217.03125,0.78,3.034477949142456
2051,218.171875,0.776,3.0344786643981934
2052,219.21875,0.76225,3.0344793796539307
2053,220.34375,0.79125,3.034480333328247
2054,221.3125,0.79825,3.0344810485839844
2055,254.390625,0.18875,3.0344817638397217
2056,255.484375,0.1885,3.03448224067688
2057,256.5625,0.18875,3.034482955932617
2058,257.65625,0.185,3.0344834327697754
2059,258.6875,0.18525,3.0344841480255127
2060,259.765625,0.18075,3.034484624862671
2061,260.859375,0.184,3.034485340118408
2062,261.9375,0.1835,3.0344860553741455
2063,263.03125,0.18225,3.0344865322113037
2064,264.109375,0.181,3.034487009048462
2065,266.28125,0.17925,3.034487724304199
2066,267.359375,0.17875,3.0344882011413574
2067,268.4375,0.178,3.0344889163970947
2068,269.53125,0.17775,3.034489393234253
2069,270.625,0.1775,3.034489870071411
2070,271.703125,0.177,3.0344905853271484
2071,272.78125,0.17625,3.0344910621643066
2072,273.875,0.17625,3.034491539001465
2073,274.953125,0.176,3.034492254257202
2074,276.046875,0.17575,3.0344927310943604
2075,277.125,0.17575,3.0344932079315186
2076,278.203125,0.17575,3.0344936847686768
2077,279.296875,0.17575,3.034494161605835
2078,280.375,0.17575,3.0344948768615723
2079,281.453125,0.176,3.0344953536987305
2080,282.359375,0.1765,3.0344960689544678
2081,283.4375,0.1765,3.034496545791626
2082,284.515625,0.17675,3.034497022628784
2083,285.59375,0.1775,3.0344974994659424
2084,286.671875,0.17775,3.0344979763031006
2085,287.734375,0.1785,3.034498453140259
2086,288.8125,0.179,3.034499406814575
2087,289.890625,0.18,3.0344998836517334
2088,290.96875,0.1805,3.0345003604888916
2089,292.046875,0.1815,3.034501314163208
2090,293.125,0.18225,3.034501791000366
2091,294.203125,0.1835,3.0345027446746826
2092,295.265625,0.1835,3.034503221511841
2093,296.34375,0.185,3.034503936767578
2094,297.421875,0.186,3.0345044136047363
2095,298.5,0.1875,3.0345048904418945
2096,299.578125,0.185,3.0345053672790527
2097,300.65625,0.1865,3.034506320953369
2098,301.71875,0.18775,3.0345067977905273
2099,302.796875,0.18875,3.0345072746276855
2100,306.1875,0.19425,3.0345077514648438
2101,310.515625,0.2015,3.034508466720581
2102,324.703125,4.50125,3.0345089435577393
2103,325.8125,4.4115,3.0345096588134766
2104,326.890625,4.37575,3.0345101356506348
2105,328.796875,1.2035,3.034510612487793
