timestamp_us,ax,ay,az,gx,gy,gz
1777323596.3629062,-0.08,-0.27,9.69,-0.08,-0.27,9.69
1777323596.4886239,-0.11,-0.3,9.69,-0.11,-0.3,9.69
1777323596.555969,-0.08,-0.23,9.73,-0.08,-0.23,9.73
1777323596.5564265,-0.08,-0.23,9.73,-0.08,-0.23,9.73
1777323596.5872579,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323596.7648056,-0.08,-0.27,9.69,-0.08,-0.27,9.69
1777323596.9553928,-0.11,-0.3,9.69,-0.11,-0.3,9.69
1777323597.1838126,-0.11,-0.19,9.73,-0.11,-0.19,9.73
1777323597.3066087,-0.08,-0.27,9.73,-0.08,-0.27,9.73
1777323597.4958334,0.0,-0.3,9.69,0.0,-0.3,9.69
1777323597.6851966,-0.04,-0.3,9.69,-0.04,-0.3,9.69
1777323597.7925715,-0.04,-0.3,9.69,-0.04,-0.3,9.69
1777323597.8231626,-0.11,-0.23,9.69,-0.11,-0.23,9.69
1777323597.8236136,-0.04,-0.27,9.73,-0.04,-0.27,9.73
1777323597.8238783,-0.08,-0.34,9.73,-0.08,-0.34,9.73
1777323597.8240967,-0.11,-0.34,9.69,-0.11,-0.34,9.69
1777323597.8530412,-0.08,-0.27,9.69,-0.08,-0.27,9.69
1777323598.1584265,-0.15,-0.19,9.69,-0.15,-0.19,9.69
1777323598.4242258,-0.04,-0.27,9.69,-0.04,-0.27,9.69
1777323598.8151362,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323599.1348484,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323599.225577,-0.08,-0.23,9.65,-0.08,-0.23,9.65
1777323599.3442626,-0.08,-0.27,9.73,-0.08,-0.27,9.73
1777323599.3462029,-0.08,-0.27,9.61,-0.08,-0.27,9.61
1777323599.346407,-0.11,-0.34,9.69,-0.11,-0.34,9.69
1777323599.3465953,-0.11,-0.38,9.73,-0.11,-0.38,9.73
1777323599.34678,-0.08,-0.23,9.65,-0.08,-0.23,9.65
1777323599.3469625,-0.15,-0.34,9.69,-0.15,-0.34,9.69
1777323599.347147,-0.08,-0.23,9.69,-0.08,-0.23,9.69
1777323599.34733,-0.08,-0.34,9.73,-0.08,-0.34,9.73
1777323599.3475122,-0.08,-0.38,9.69,-0.08,-0.38,9.69
1777323599.347696,-0.08,-0.3,9.73,-0.08,-0.3,9.73
1777323599.3478785,-0.11,-0.34,9.69,-0.11,-0.34,9.69
1777323599.3480637,-0.04,-0.23,9.69,-0.04,-0.23,9.69
1777323599.348262,-0.11,-0.38,9.69,-0.11,-0.38,9.69
1777323599.3484504,-0.04,-0.15,9.69,-0.04,-0.15,9.69
1777323599.348637,-0.11,-0.3,9.73,-0.11,-0.3,9.73
1777323599.3488219,-0.15,-0.3,9.73,-0.15,-0.3,9.73
1777323599.3490038,-0.08,-0.19,9.65,-0.08,-0.19,9.65
1777323599.3491907,-0.04,-0.34,9.69,-0.04,-0.34,9.69
1777323599.3493655,0.0,-0.19,9.65,0.0,-0.19,9.65
1777323599.349548,-0.08,-0.27,9.69,-0.08,-0.27,9.69
1777323599.3497324,-0.11,-0.3,9.73,-0.11,-0.3,9.73
1777323599.349917,-0.08,-0.3,9.69,-0.08,-0.3,9.69
1777323599.3501017,-0.04,-0.3,9.73,-0.04,-0.3,9.73
1777323599.3502874,-0.08,-0.19,9.65,-0.08,-0.19,9.65
1777323599.3504715,-0.11,-0.3,9.69,-0.11,-0.3,9.69
1777323599.350653,-0.11,-0.27,9.65,-0.11,-0.27,9.65
1777323599.3508363,-0.11,-0.27,9.73,-0.11,-0.27,9.73
1777323599.3510199,-0.04,-0.34,9.69,-0.04,-0.34,9.69
1777323599.3512864,-0.04,-0.15,9.65,-0.04,-0.15,9.65
1777323599.351498,-0.08,-0.3,9.65,-0.08,-0.3,9.65
1777323599.351686,-0.11,-0.27,9.73,-0.11,-0.27,9.73
1777323599.351871,-0.04,-0.19,9.73,-0.04,-0.19,9.73
1777323599.3520465,0.0,-0.3,9.73,0.0,-0.3,9.73
1777323599.3522415,-0.08,-0.27,9.73,-0.08,-0.27,9.73
1777323599.3524332,-0.11,-0.27,9.65,-0.11,-0.27,9.65
1777323599.3526204,-0.11,-0.23,9.65,-0.11,-0.23,9.65
1777323599.3528056,-0.11,-0.3,9.73,-0.11,-0.3,9.73
1777323599.35299,-0.04,-0.27,9.69,-0.04,-0.27,9.69
1777323599.3531778,-0.04,-0.27,9.73,-0.04,-0.27,9.73
1777323599.353363,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323599.353547,-0.11,-0.3,9.65,-0.11,-0.3,9.65
1777323599.3537326,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323599.3539083,0.0,-0.34,9.69,0.0,-0.34,9.69
1777323599.354092,-0.08,-0.27,9.73,-0.08,-0.27,9.73
1777323599.3542767,-0.08,-0.23,9.65,-0.08,-0.23,9.65
1777323599.3544605,-0.19,-0.34,9.65,-0.19,-0.34,9.65
1777323599.354644,-0.11,-0.3,9.69,-0.11,-0.3,9.69
1777323599.3548286,-0.08,-0.27,9.69,-0.08,-0.27,9.69
1777323599.3550134,-0.04,-0.34,9.77,-0.04,-0.34,9.77
1777323599.355198,-0.04,-0.23,9.69,-0.04,-0.23,9.69
1777323599.355382,-0.15,-0.38,9.69,-0.15,-0.38,9.69
1777323599.3555672,-0.08,-0.3,9.69,-0.08,-0.3,9.69
1777323599.3557503,-0.08,-0.3,9.73,-0.08,-0.3,9.73
1777323599.3559353,-0.04,-0.3,9.73,-0.04,-0.3,9.73
1777323599.3561196,-0.08,-0.27,9.69,-0.08,-0.27,9.69
1777323599.3563094,-0.15,-0.38,9.61,-0.15,-0.38,9.61
1777323599.3565714,-0.08,-0.23,9.69,-0.08,-0.23,9.69
1777323599.3567722,-0.08,-0.27,9.69,-0.08,-0.27,9.69
1777323599.3569496,0.0,-0.23,9.69,0.0,-0.23,9.69
1777323599.3571346,-0.08,-0.27,9.73,-0.08,-0.27,9.73
1777323599.3573189,-0.04,-0.23,9.69,-0.04,-0.23,9.69
1777323599.3575022,-0.11,-0.27,9.73,-0.11,-0.27,9.73
1777323599.357678,0.0,-0.3,9.77,0.0,-0.3,9.77
1777323599.3578653,-0.08,-0.19,9.69,-0.08,-0.19,9.69
1777323599.3580496,-0.11,-0.34,9.65,-0.11,-0.34,9.65
1777323599.3582342,-0.08,-0.23,9.69,-0.08,-0.23,9.69
1777323599.3584182,-0.15,-0.27,9.69,-0.15,-0.27,9.69
1777323599.358592,0.0,-0.3,9.69,0.0,-0.3,9.69
1777323599.358776,-0.11,-0.3,9.73,-0.11,-0.3,9.73
1777323599.3589597,-0.08,-0.34,9.73,-0.08,-0.34,9.73
1777323599.359143,-0.04,-0.23,9.65,-0.04,-0.23,9.65
1777323599.3593273,-0.11,-0.34,9.69,-0.11,-0.34,9.69
1777323599.3595102,-0.04,-0.27,9.65,-0.04,-0.27,9.65
1777323599.3596928,-0.11,-0.34,9.69,-0.11,-0.34,9.69
1777323599.3598766,-0.11,-0.34,9.69,-0.11,-0.34,9.69
1777323599.360125,-0.11,-0.27,9.69,-0.11,-0.27,9.69
1777323599.3603234,-0.11,-0.3,9.77,-0.11,-0.3,9.77
1777323599.360511,-0.08,-0.19,9.69,-0.08,-0.19,9.69
1777323599.360695,-0.08,-0.38,9.73,-0.08,-0.38,9.73
1777323599.3609314,-0.08,-0.27,9.73,-0.08,-0.27,9.73
1777323599.361119,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323599.3613026,-0.08,-0.23,9.73,-0.08,-0.23,9.73
1777323599.361485,-0.04,-0.23,9.65,-0.04,-0.23,9.65
1777323599.3616703,-0.11,-0.38,9.69,-0.19,-0.23,9.69
1777323599.3619156,0.08,-0.19,9.73,0.08,-0.19,9.73
1777323599.3621252,0.08,-0.19,9.81,0.08,-0.19,9.81
1777323599.3623078,0.11,-0.27,9.65,0.11,-0.27,9.65
1777323599.362494,-0.08,-0.27,9.65,-0.08,-0.27,9.65
1777323599.362678,-0.11,-0.15,9.69,-0.11,-0.15,9.69
1777323599.362855,0.0,-0.34,9.77,0.0,-0.34,9.77
1777323599.3630307,0.04,-0.19,9.73,0.04,-0.19,9.73
1777323599.6715708,-0.04,-0.27,9.69,-0.04,-0.27,9.69
1777323599.9816005,-0.08,-0.27,9.65,-0.08,-0.27,9.65
1777323600.2961745,-0.11,-0.34,9.73,-0.11,-0.34,9.73
1777323600.5924022,0.0,-0.11,9.73,0.0,-0.11,9.73
1777323600.8894095,0.0,-0.42,9.73,0.0,-0.42,9.73
1777323601.0568032,-0.04,-0.11,9.65,-0.04,-0.11,9.65
1777323601.2119653,0.0,-0.27,9.69,0.0,-0.27,9.69
1777323601.476376,-0.04,-0.19,9.69,-0.04,-0.19,9.69
1777323601.776865,0.0,-0.3,9.69,0.0,-0.3,9.69
1777323601.9930997,0.04,-0.27,9.77,0.04,-0.27,9.77
1777323602.1280456,-0.08,-0.27,9.65,-0.08,-0.27,9.65
1777323602.2606337,0.0,-0.34,9.73,0.0,-0.34,9.73
1777323602.2779741,-0.08,-0.19,9.73,-0.08,-0.19,9.73
1777323602.5044355,-0.08,-0.27,9.69,-0.08,-0.27,9.69
1777323602.7408817,-0.04,-0.3,9.73,-0.04,-0.3,9.73
1777323602.88074,-0.04,-0.23,9.69,-0.04,-0.23,9.69
1777323602.8818705,0.0,-0.3,9.73,0.0,-0.3,9.73
1777323602.9631445,-0.04,-0.23,9.69,-0.04,-0.23,9.69
1777323603.27364,-0.04,-0.3,9.69,-0.04,-0.3,9.69
1777323603.517952,0.04,-0.27,9.69,0.04,-0.27,9.69
1777323603.8086653,0.0,-0.23,9.69,0.0,-0.23,9.69
1777323604.0691638,-0.04,-0.3,9.69,-0.04,-0.3,9.69
1777323604.2088945,-0.04,-0.19,9.73,-0.04,-0.19,9.73
1777323604.5499465,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323604.704593,0.0,-0.23,9.69,0.0,-0.23,9.69
1777323604.7399197,-0.04,-0.27,9.69,-0.04,-0.27,9.69
1777323604.9484823,0.0,-0.27,9.69,0.0,-0.27,9.69
1777323605.2549417,-0.04,-0.34,9.65,-0.04,-0.34,9.65
1777323605.62986,0.0,-0.3,9.69,0.0,-0.3,9.69
1777323605.844117,0.0,-0.27,9.69,0.0,-0.27,9.69
1777323605.9640932,-0.08,-0.23,9.69,-0.08,-0.23,9.69
1777323606.2284045,-0.08,-0.23,9.69,-0.08,-0.23,9.69
1777323606.229326,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323606.230273,-0.08,-0.3,9.65,-0.08,-0.3,9.65
1777323606.2305593,-0.04,-0.23,9.65,-0.04,-0.23,9.65
1777323606.2307506,-0.04,-0.3,9.73,-0.04,-0.3,9.73
1777323606.230938,-0.04,-0.23,9.65,-0.04,-0.23,9.65
1777323606.2312253,0.0,-0.34,9.69,0.0,-0.34,9.69
1777323606.231432,-0.04,-0.3,9.65,-0.04,-0.3,9.65
1777323606.2317052,0.0,-0.3,9.77,0.0,-0.3,9.77
1777323606.2319083,-0.04,-0.23,9.73,-0.04,-0.23,9.73
1777323606.2320957,-0.04,-0.23,9.73,-0.04,-0.23,9.73
1777323606.2322989,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323606.2324927,-0.04,-0.15,9.73,-0.04,-0.15,9.73
1777323606.2326953,-0.08,-0.27,9.77,-0.08,-0.27,9.77
1777323606.232874,0.0,-0.3,9.77,0.0,-0.3,9.77
1777323606.2330582,-0.04,-0.19,9.69,-0.04,-0.19,9.69
1777323606.2332337,0.0,-0.27,9.73,0.0,-0.27,9.73
1777323606.2334173,-0.04,-0.19,9.69,-0.04,-0.19,9.69
1777323606.2335918,0.04,-0.3,9.77,0.04,-0.3,9.77
1777323606.2337713,0.0,-0.27,9.77,0.0,-0.27,9.77
1777323606.2339542,-0.04,-0.34,9.65,-0.04,-0.34,9.65
1777323606.234138,-0.04,-0.23,9.65,-0.04,-0.23,9.65
1777323606.234332,-0.08,-0.23,9.69,-0.08,-0.23,9.69
1777323606.2345173,-0.04,-0.27,9.77,-0.04,-0.27,9.77
1777323606.2347026,-0.04,-0.27,9.65,-0.04,-0.27,9.65
1777323606.2348769,0.04,-0.34,9.69,0.04,-0.34,9.69
1777323606.2350507,0.0,-0.23,9.69,0.0,-0.23,9.69
1777323606.2352343,-0.04,-0.23,9.73,-0.04,-0.23,9.73
1777323606.2354174,-0.04,-0.27,9.65,-0.04,-0.27,9.65
1777323606.2355914,0.0,-0.3,9.61,0.0,-0.3,9.61
1777323606.235765,0.0,-0.34,9.65,0.0,-0.34,9.65
1777323606.2359385,0.0,-0.23,9.61,0.0,-0.23,9.61
1777323606.2361214,-0.04,-0.27,9.65,-0.04,-0.27,9.65
1777323606.236313,-0.08,-0.19,9.69,-0.08,-0.19,9.69
1777323606.236546,-0.08,-0.27,9.65,-0.08,-0.27,9.65
1777323606.2367377,0.04,-0.34,9.69,0.04,-0.34,9.69
1777323606.236916,0.0,-0.27,9.65,0.0,-0.27,9.65
1777323606.2371,-0.04,-0.34,9.73,-0.04,-0.34,9.73
1777323606.237284,-0.04,-0.23,9.69,-0.04,-0.23,9.69
1777323606.237468,-0.04,-0.3,9.65,-0.04,-0.3,9.65
1777323606.2376425,0.0,-0.34,9.65,0.0,-0.34,9.65
1777323606.2378175,0.0,-0.3,9.73,0.0,-0.3,9.73
1777323606.238001,-0.04,-0.27,9.73,-0.04,-0.27,9.73
1777323606.2381845,-0.08,-0.27,9.69,-0.08,-0.27,9.69
1777323606.238369,-0.04,-0.27,9.73,-0.04,-0.27,9.73
1777323606.238552,-0.04,-0.23,9.73,-0.04,-0.23,9.73
1777323606.2387273,0.0,-0.27,9.73,0.0,-0.27,9.73
1777323606.238911,-0.04,-0.27,9.77,-0.04,-0.27,9.77
1777323606.239095,-0.04,-0.3,9.73,-0.04,-0.3,9.73
1777323606.2392719,0.04,-0.27,9.77,0.04,-0.27,9.77
1777323606.2394571,-0.04,-0.19,9.69,-0.04,-0.19,9.69
1777323606.2396326,0.0,-0.3,9.77,0.0,-0.3,9.77
1777323606.2398164,-0.04,-0.23,9.65,-0.04,-0.23,9.65
1777323606.2399995,-0.08,-0.34,9.61,-0.08,-0.34,9.61
1777323606.240191,-0.04,-0.27,9.69,-0.04,-0.27,9.69
1777323606.2403808,-0.04,-0.27,9.73,-0.04,-0.27,9.73
1777323606.2405565,0.0,-0.27,9.69,0.0,-0.27,9.69
1777323606.2407417,-0.08,-0.34,9.61,-0.08,-0.34,9.61
1777323606.2409172,0.0,-0.23,9.69,0.0,-0.23,9.69
1777323606.2410924,0.0,-0.42,9.65,0.0,-0.42,9.65
1777323606.2412684,0.0,-0.15,9.69,0.0,-0.15,9.69
1777323606.2414532,-0.04,-0.46,9.73,-0.04,-0.46,9.73
1777323606.241628,0.0,-0.19,9.65,0.0,-0.19,9.65
1777323606.2419055,-0.08,-0.27,9.65,-0.08,-0.27,9.65
1777323606.242112,-0.04,-0.19,9.77,-0.04,-0.19,9.77
1777323606.2423012,-0.04,-0.27,9.58,-0.04,-0.27,9.58
1777323606.2424788,0.0,-0.19,9.65,0.0,-0.19,9.65
1777323606.242655,0.0,-0.34,9.73,0.0,-0.34,9.73
1777323606.2428393,-0.04,-0.27,9.73,-0.04,-0.27,9.73
1777323606.2430155,0.0,-0.27,9.73,0.0,-0.27,9.73
1777323606.2431993,-0.04,-0.27,9.77,-0.04,-0.27,9.77
1777323606.2437239,-0.11,-0.3,9.58,-0.11,-0.3,9.58
1777323606.246417,0.04,-0.19,9.69,0.04,-0.19,9.69
1777323606.2466023,0.08,-0.19,9.65,0.08,-0.19,9.65
1777323606.2467875,-0.08,-0.3,9.65,-0.08,-0.3,9.65
1777323606.2469733,-0.11,-0.27,9.73,-0.11,-0.27,9.73
1777323606.24721,-0.19,-0.38,9.77,-0.19,-0.38,9.77
1777323606.2474093,-0.15,-0.3,9.69,-0.15,-0.3,9.69
1777323606.247595,-0.04,-0.23,9.73,-0.04,-0.23,9.73
1777323606.247769,0.0,-0.23,9.73,0.0,-0.23,9.73
1777323606.2479527,-0.08,-0.27,9.73,-0.08,-0.27,9.73
1777323606.2481368,-0.11,-0.34,9.61,-0.11,-0.34,9.61
1777323606.248331,-0.11,-0.27,9.69,-0.11,-0.27,9.69
1777323606.2485156,-0.08,-0.3,9.61,-0.08,-0.3,9.61
1777323606.248699,-0.08,-0.15,9.73,-0.08,-0.15,9.73
1777323606.2488809,-0.11,-0.3,9.65,-0.11,-0.3,9.65
1777323606.2490635,-0.15,-0.27,9.61,-0.15,-0.27,9.61
1777323606.249247,-0.08,-0.27,9.69,-0.08,-0.27,9.69
1777323606.2494287,-0.04,-0.3,9.69,-0.04,-0.3,9.69
1777323606.249659,-0.08,-0.19,9.73,-0.08,-0.19,9.73
1777323606.2498443,-0.04,-0.27,9.65,-0.04,-0.27,9.65
1777323606.250027,-0.11,-0.27,9.65,-0.11,-0.27,9.65
1777323606.2502098,-0.08,-0.27,9.65,-0.08,-0.27,9.65
1777323606.2504828,-0.08,-0.42,9.69,-0.08,-0.42,9.69
1777323606.2506683,-0.08,-0.34,9.65,-0.08,-0.34,9.65
1777323606.2508533,-0.11,-0.38,9.81,-0.11,-0.38,9.81
1777323606.2510388,-0.11,-0.38,9.73,-0.11,-0.38,9.73
1777323606.2512214,-0.11,-0.3,9.65,-0.11,-0.3,9.65
1777323606.2514155,-0.11,-0.38,9.65,-0.11,-0.38,9.65
1777323606.251602,-0.11,-0.34,9.73,-0.11,-0.34,9.73
1777323606.2526124,-0.08,-0.34,9.77,-0.08,-0.34,9.77
1777323606.6004052,-0.11,-0.42,9.69,-0.11,-0.42,9.69
1777323606.951593,-0.08,-0.27,9.58,-0.08,-0.27,9.58
1777323607.3080559,-0.11,-0.38,9.81,-0.11,-0.38,9.81
1777323607.625561,0.0,-0.11,9.69,0.0,-0.11,9.69
1777323607.9921844,-0.11,-0.5,9.81,-0.11,-0.5,9.81
1777323608.308612,-0.08,-0.3,9.69,-0.08,-0.3,9.69
1777323608.4408407,-0.08,-0.34,9.77,-0.08,-0.34,9.77
1777323608.503561,-0.11,-0.34,9.81,-0.11,-0.34,9.81
1777323608.5621061,-0.15,-0.3,9.65,-0.15,-0.3,9.65
1777323608.782527,-0.11,-0.34,9.65,-0.11,-0.34,9.65
1777323609.0607796,-0.11,-0.38,9.69,-0.11,-0.38,9.69
1777323609.2106452,-0.11,-0.27,9.77,-0.11,-0.27,9.77
1777323609.4828362,-0.08,-0.42,9.81,-0.08,-0.42,9.81
1777323609.7146313,-0.11,-0.3,9.69,-0.11,-0.3,9.69
1777323610.0139902,-0.08,-0.42,9.69,-0.08,-0.42,9.69
1777323610.2670336,-0.08,-0.34,9.73,-0.08,-0.34,9.73
1777323610.5608547,-0.11,-0.34,9.77,-0.11,-0.34,9.77
1777323610.7314796,-0.11,-0.38,9.77,-0.11,-0.38,9.77
1777323610.9632084,-0.11,-0.34,9.65,-0.11,-0.34,9.65
1777323611.0960333,-0.08,-0.38,9.77,-0.08,-0.38,9.77
1777323611.2284873,-0.08,-0.23,9.77,-0.08,-0.23,9.77
1777323611.34747,-0.11,-0.34,9.73,-0.11,-0.34,9.73
1777323611.608796,-0.11,-0.38,9.73,-0.11,-0.38,9.73
1777323611.8647692,-0.11,-0.23,9.65,-0.11,-0.23,9.65
1777323612.0836189,-0.08,-0.34,9.73,-0.08,-0.34,9.73
1777323612.2754204,-0.08,-0.3,9.73,-0.08,-0.3,9.73
1777323612.3416338,-0.11,-0.3,9.77,-0.11,-0.3,9.77
1777323612.3429377,-0.04,-0.38,9.65,-0.04,-0.38,9.65
1777323612.343594,-0.11,-0.23,9.69,-0.11,-0.23,9.69
1777323612.346783,-0.08,-0.38,9.77,-0.08,-0.38,9.77
1777323612.3478973,-0.11,-0.27,9.77,-0.11,-0.27,9.77
1777323612.3494284,-0.08,-0.34,9.65,-0.08,-0.34,9.65
1777323612.3504446,-0.08,-0.38,9.61,-0.08,-0.38,9.61
1777323612.35206,-0.08,-0.23,9.65,-0.08,-0.23,9.65
1777323612.3527873,-0.08,-0.34,9.73,-0.08,-0.34,9.73
1777323612.3532937,-0.04,-0.27,9.73,-0.04,-0.27,9.73
1777323612.353694,-0.08,-0.34,9.61,-0.08,-0.34,9.61
1777323612.3554444,-0.08,-0.3,9.65,-0.08,-0.3,9.65
1777323612.3563223,-0.11,-0.27,9.65,-0.11,-0.27,9.65
1777323612.3571417,-0.11,-0.34,9.69,-0.11,-0.34,9.69
1777323612.3578038,-0.15,-0.38,9.69,-0.15,-0.38,9.69
1777323612.3584545,-0.08,-0.34,9.65,-0.08,-0.34,9.65
1777323612.358967,-0.08,-0.38,9.61,-0.08,-0.38,9.61
1777323612.3596382,-0.11,-0.3,9.65,-0.11,-0.3,9.65
1777323612.3605163,-0.11,-0.3,9.73,-0.11,-0.3,9.73
1777323612.3611836,-0.11,-0.38,9.69,-0.11,-0.38,9.69
1777323612.3618398,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323612.3621857,-0.11,-0.38,9.65,-0.11,-0.38,9.65
1777323612.3625314,-0.11,-0.38,9.73,-0.11,-0.38,9.73
1777323612.3642051,-0.11,-0.27,9.69,-0.11,-0.27,9.69
1777323612.3661962,-0.19,-0.38,9.73,-0.19,-0.38,9.73
1777323612.3720088,-0.11,-0.38,9.69,-0.11,-0.38,9.69
1777323612.3740876,-0.11,-0.3,9.77,-0.11,-0.3,9.77
1777323612.3744018,-0.08,-0.3,9.77,-0.08,-0.3,9.77
1777323612.3747194,-0.08,-0.3,9.77,-0.08,-0.3,9.77
1777323612.3749943,-0.11,-0.38,9.73,-0.11,-0.38,9.73
1777323612.3754687,-0.11,-0.27,9.65,-0.11,-0.27,9.65
1777323612.3757887,-0.08,-0.3,9.73,-0.08,-0.3,9.73
1777323612.376034,-0.08,-0.34,9.77,-0.08,-0.34,9.77
1777323612.3762984,-0.11,-0.27,9.73,-0.11,-0.27,9.73
1777323612.3765483,-0.11,-0.34,9.61,-0.11,-0.34,9.61
1777323612.3767667,-0.11,-0.19,9.61,-0.11,-0.19,9.61
1777323612.3769786,-0.04,-0.34,9.81,-0.04,-0.34,9.81
1777323612.3771882,-0.08,-0.27,9.73,-0.08,-0.27,9.73
1777323612.3773968,-0.11,-0.46,9.69,-0.11,-0.46,9.69
1777323612.377605,-0.04,-0.34,9.65,-0.04,-0.34,9.65
1777323612.3778133,-0.11,-0.3,9.61,-0.11,-0.3,9.61
1777323612.378022,-0.11,-0.34,9.73,-0.11,-0.34,9.73
1777323612.378228,-0.11,-0.3,9.65,-0.11,-0.3,9.65
1777323612.3784282,-0.11,-0.38,9.69,-0.11,-0.38,9.69
1777323612.3786302,-0.08,-0.3,9.61,-0.08,-0.3,9.61
1777323612.3788345,-0.11,-0.23,9.65,-0.11,-0.23,9.65
1777323612.3790364,-0.11,-0.38,9.69,-0.11,-0.38,9.69
1777323612.379238,-0.11,-0.34,9.65,-0.11,-0.34,9.65
1777323612.3794522,-0.11,-0.42,9.69,-0.11,-0.42,9.69
1777323612.3796558,-0.04,-0.34,9.65,-0.04,-0.34,9.65
1777323612.379855,-0.08,-0.34,9.81,-0.08,-0.34,9.81
1777323612.380061,-0.08,-0.3,9.77,-0.08,-0.3,9.77
1777323612.3802836,-0.15,-0.38,9.69,-0.15,-0.38,9.69
1777323612.3806753,-0.11,-0.38,9.69,-0.11,-0.38,9.69
1777323612.3813648,-0.08,-0.38,9.73,-0.08,-0.38,9.73
1777323612.3820174,-0.11,-0.27,9.65,-0.11,-0.27,9.65
1777323612.382511,-0.08,-0.34,9.73,-0.08,-0.34,9.73
1777323612.3829544,-0.08,-0.19,9.65,-0.08,-0.19,9.65
1777323612.383381,-0.15,-0.38,9.65,-0.15,-0.38,9.65
1777323612.3837981,-0.08,-0.34,9.61,-0.08,-0.34,9.61
1777323612.3843005,-0.08,-0.34,9.65,-0.08,-0.34,9.65
1777323612.384835,-0.11,-0.38,9.65,-0.11,-0.38,9.65
1777323612.3852682,-0.11,-0.38,9.77,-0.11,-0.38,9.77
1777323612.385724,-0.11,-0.34,9.69,-0.11,-0.34,9.69
1777323612.386391,-0.11,-0.38,9.61,-0.11,-0.38,9.61
1777323612.3871481,-0.11,-0.3,9.61,-0.11,-0.3,9.61
1777323612.387697,-0.11,-0.34,9.73,-0.11,-0.34,9.73
1777323612.3890905,-0.04,-0.3,9.77,-0.04,-0.3,9.77
1777323612.389678,-0.15,-0.42,9.73,-0.15,-0.42,9.73
1777323612.3903003,-0.08,-0.38,9.61,-0.08,-0.38,9.61
1777323612.3907373,-0.08,-0.38,9.84,-0.08,-0.38,9.84
1777323612.3909955,-0.08,-0.19,9.77,-0.08,-0.19,9.77
1777323612.391656,-0.11,-0.38,9.84,-0.11,-0.38,9.84
1777323612.394494,-0.04,-0.3,9.73,-0.04,-0.3,9.73
1777323612.6916494,-0.11,-0.38,9.73,-0.11,-0.38,9.73
1777323612.981647,-0.11,-0.3,9.77,-0.11,-0.3,9.77
1777323613.0700724,-0.11,-0.38,9.61,-0.11,-0.38,9.61
1777323613.0713449,-0.04,-0.34,9.65,-0.04,-0.34,9.65
1777323613.072004,-0.04,-0.38,9.73,-0.04,-0.38,9.73
1777323613.0985858,-0.15,-0.34,9.65,-0.15,-0.34,9.65
1777323613.281601,-0.11,-0.38,9.65,-0.11,-0.38,9.65
1777323613.529654,-0.04,-0.27,9.69,-0.04,-0.27,9.69
1777323613.8179905,-0.11,-0.34,9.73,-0.11,-0.34,9.73
1777323614.1792731,-0.11,-0.3,9.69,-0.11,-0.3,9.69
1777323614.5151823,-0.11,-0.38,9.69,-0.11,-0.38,9.69
1777323614.856121,-0.11,-0.3,9.61,-0.11,-0.3,9.61
1777323615.196843,-0.11,-0.34,9.77,-0.11,-0.34,9.77
1777323615.5326242,-0.15,-0.34,9.69,-0.15,-0.34,9.69
1777323615.8631778,-0.11,-0.34,9.65,-0.11,-0.34,9.65
1777323616.203964,-0.11,-0.38,9.73,-0.11,-0.38,9.73
1777323616.5243223,-0.08,-0.34,9.69,-0.08,-0.34,9.69
1777323616.8549538,-0.11,-0.34,9.73,-0.11,-0.34,9.73
1777323617.2108288,-0.08,-0.38,9.69,-0.08,-0.38,9.69
1777323617.343056,-0.15,-0.34,9.58,-0.15,-0.34,9.58
