angle,distance,unix_time
87.515625,0.5605,1776792746.6404688
88.84375,0.56225,1776792746.6476543
89.90625,0.56225,1776792746.65484
90.984375,0.56625,1776792746.6620255
92.234375,0.57025,1776792746.669211
93.546875,0.57225,1776792746.6763964
94.640625,0.576,1776792746.6835818
95.90625,0.5795,1776792746.6907673
96.921875,0.5815,1776792746.697953
98.265625,0.58825,1776792746.7051384
99.109375,0.627,1776792746.712324
100.421875,0.6165,1776792746.7195094
101.53125,0.6215,1776792746.7266948
105.28125,0.594,1776792746.7338803
106.59375,0.5705,1776792746.741066
107.6875,0.5725,1776792746.7482514
155.53125,1.173,1776792746.755437
158.234375,3.98425,1776792746.7626224
159.4375,3.967,1776792746.7698078
160.640625,3.91975,1776792746.7769933
161.84375,3.9565,1776792746.784179
163.03125,3.9595,1776792746.7913644
164.234375,3.911,1776792746.79855
165.421875,3.922,1776792746.8057353
166.765625,2.902,1776792746.8129208
167.96875,2.934,1776792746.8201063
169.03125,3.9625,1776792746.827292
170.328125,3.02975,1776792746.8344774
171.421875,3.98725,1776792746.841663
172.625,3.9925,1776792746.8488483
173.8125,4.01075,1776792746.8560338
175.015625,4.00775,1776792746.8632193
176.21875,4.01,1776792746.870405
177.421875,4.07275,1776792746.8775904
178.625,4.0745,1776792746.8847759
179.8125,4.08,1776792746.8919613
181.046875,4.01375,1776792746.8991468
182.21875,4.02775,1776792746.9063323
185.828125,3.973,1776792746.913518
187.03125,3.97825,1776792746.9207034
188.234375,4.0485,1776792746.9278889
189.421875,4.0705,1776792746.9350743
190.609375,4.09825,1776792746.9422598
191.8125,4.1605,1776792746.9494452
193.0,4.19875,1776792746.956631
194.203125,4.2215,1776792746.9638164
195.40625,4.2615,1776792746.9710019
218.890625,0.45975,1776792746.9781873
219.890625,0.44775,1776792746.9853728
221.1875,0.4415,1776792746.9925582
222.59375,0.4155,1776792746.999744
223.984375,0.4065,1776792747.0069294
225.359375,0.39475,1776792747.0141149
226.8125,0.389,1776792747.0213003
228.078125,0.38425,1776792747.0284858
229.09375,0.38,1776792747.0356712
230.03125,0.3785,1776792747.042857
231.6875,0.3705,1776792747.0500424
232.953125,0.36875,1776792747.0572278
233.765625,0.365,1776792747.0644133
235.5625,0.36075,1776792747.0715988
236.4375,0.35775,1776792747.0787842
237.921875,0.35375,1776792747.08597
239.75,0.3665,1776792747.0931554
241.0,0.365,1776792747.1003408
242.359375,0.3625,1776792747.1075263
243.609375,0.36075,1776792747.1147118
244.703125,0.36,1776792747.1218972
249.171875,1.188,1776792747.129083
250.359375,1.18075,1776792747.1362684
251.5625,1.18675,1776792747.1434538
254.4375,2.812,1776792747.1506393
255.484375,4.0735,1776792747.1578248
256.671875,4.0775,1776792747.1650102
257.875,4.09175,1776792747.172196
259.078125,4.07825,1776792747.1793814
260.234375,4.1095,1776792747.1865668
309.59375,2.84625,1776792747.1937523
310.796875,2.849,1776792747.2009377
313.28125,2.481,1776792747.2081232
326.390625,2.619,1776792747.215309
334.953125,2.06425,1776792747.2224944
338.546875,1.996,1776792747.2296798
339.796875,1.94925,1776792747.2368653
341.078125,1.81175,1776792747.2440507
342.203125,1.92925,1776792747.2512362
343.453125,1.8435,1776792747.258422
344.65625,1.8345,1776792747.2656074
345.8125,1.9105,1776792747.2727928
346.859375,1.91775,1776792747.2799783
348.046875,1.9555,1776792747.2871637
352.703125,2.2365,1776792747.2943494
356.453125,1.795,1776792747.301535
9.078125,4.42175,1776792747.3087204
11.421875,4.46875,1776792747.3159058
12.921875,2.249,1776792747.3230913
18.890625,2.122,1776792747.3302767
20.109375,2.089,1776792747.3374624
30.421875,5.4505,1776792747.344648
44.765625,4.8545,1776792747.3518333
46.34375,2.17,1776792747.3590188
47.546875,2.1335,1776792747.3662043
48.71875,2.15375,1776792747.3733897
60.34375,1.0445,1776792747.3805754
61.515625,1.027,1776792747.3877609
63.875,1.0165,1776792747.3949463
65.078125,1.0115,1776792747.4021318
66.359375,1.006,1776792747.4093173
67.515625,1.003,1776792747.4165027
68.71875,1.00175,1776792747.4236884
70.0,0.99675,1776792747.4308739
71.109375,0.99575,1776792747.4380593
72.328125,0.9955,1776792747.4452448
73.515625,0.99225,1776792747.4524302
74.703125,0.9955,1776792747.4596157
75.9375,0.99375,1776792747.4668014
77.171875,0.9945,1776792747.4739869
78.296875,0.99475,1776792747.4811723
79.515625,0.99675,1776792747.4883578
80.671875,1.0,1776792747.4955432
81.890625,1.00225,1776792747.5027287
84.1875,0.57225,1776792747.5099144
85.203125,0.57425,1776792747.5170999
86.375,0.57,1776792747.5242853
87.65625,0.574,1776792747.5314708
88.875,0.56425,1776792747.5386562
90.09375,0.57425,1776792747.5458417
91.28125,0.57025,1776792747.5530274
92.515625,0.57225,1776792747.5602129
93.6875,0.57575,1776792747.5673983
94.75,0.5795,1776792747.5745838
95.875,0.5835,1776792747.5817692
97.015625,0.60325,1776792747.5889547
98.265625,0.5965,1776792747.5961404
99.40625,0.61825,1776792747.6033258
100.625,0.62575,1776792747.6105113
101.65625,0.636,1776792747.6176968
106.578125,0.588,1776792747.6248822
107.875,0.595,1776792747.6320677
151.640625,1.23425,1776792747.6392534
154.53125,4.02075,1776792747.6464388
155.734375,4.01075,1776792747.6536243
156.921875,3.988,1776792747.6608098
158.125,3.97825,1776792747.6679952
159.3125,3.979,1776792747.6751807
160.5,3.98725,1776792747.6823664
161.703125,3.94025,1776792747.6895518
162.9375,3.644,1776792747.6967373
164.078125,3.9455,1776792747.7039227
166.46875,4.083,1776792747.7111082
167.671875,4.05625,1776792747.7182937
168.859375,4.0815,1776792747.7254794
170.046875,4.08,1776792747.7326648
171.234375,4.0935,1776792747.7398503
174.8125,4.115,1776792747.7470357
176.03125,4.07825,1776792747.7542212
177.21875,4.1045,1776792747.7614067
180.828125,4.02,1776792747.7685924
182.03125,4.07125,1776792747.7757778
183.21875,4.0815,1776792747.7829633
184.390625,4.15325,1776792747.7901487
185.59375,4.18375,1776792747.7973342
186.78125,4.213,1776792747.8045197
187.984375,4.247,1776792747.8117054
189.171875,4.2755,1776792747.8188908
190.390625,4.29975,1776792747.8260763
192.765625,4.1475,1776792747.8332617
209.84375,0.48625,1776792747.8404472
211.21875,0.48625,1776792747.8476326
212.265625,0.48175,1776792747.8548183
214.0,0.45,1776792747.8620038
215.03125,0.44525,1776792747.8691893
216.5,0.4365,1776792747.8763747
217.578125,0.42125,1776792747.8835602
218.8125,0.41375,1776792747.8907456
220.171875,0.40975,1776792747.8979313
221.34375,0.40175,1776792747.9051168
222.859375,0.3965,1776792747.9123023
224.1875,0.391,1776792747.9194877
225.40625,0.389,1776792747.9266732
226.421875,0.3855,1776792747.9338589
227.5625,0.3975,1776792747.9410443
228.921875,0.4005,1776792747.9482298
229.890625,0.38925,1776792747.9554152
231.375,0.38625,1776792747.9626007
232.328125,0.3865,1776792747.9697862
239.59375,1.215,1776792747.9769719
240.765625,1.2125,1776792747.9841573
242.0,1.1975,1776792747.9913428
243.1875,1.196,1776792747.9985282
244.40625,1.205,1776792748.0057137
246.34375,2.0075,1776792748.0128992
247.546875,2.02075,1776792748.0200849
248.546875,2.8265,1776792748.0272703
249.609375,4.08625,1776792748.0344558
250.71875,4.0855,1776792748.0416412
251.90625,4.0935,1776792748.0488267
253.109375,4.09025,1776792748.0560122
254.328125,4.099,1776792748.0631979
303.640625,2.78,1776792748.0703833
304.828125,2.80175,1776792748.0775688
307.3125,2.47925,1776792748.0847542
308.671875,2.031,1776792748.0919397
310.953125,2.39125,1776792748.0991251
320.5,2.604,1776792748.1063108
329.015625,2.008,1776792748.1134963
332.640625,1.9335,1776792748.1206818
333.8125,1.87575,1776792748.1278672
335.078125,1.7545,1776792748.1350527
336.203125,1.87425,1776792748.1422381
337.4375,1.81175,1776792748.1494238
338.625,1.793,1776792748.1566093
339.84375,1.87025,1776792748.1637948
341.0,1.87325,1776792748.1709802
342.171875,1.90375,1776792748.1781657
14.34375,2.04625,1776792748.1853511
21.09375,5.087,1776792748.1925368
24.671875,5.425,1776792748.1997223
40.265625,4.82775,1776792748.2069077
41.828125,2.14975,1776792748.2140932
43.0625,2.09025,1776792748.2212787
44.25,2.10675,1776792748.2284641
53.5,3.9685,1776792748.2356498
58.15625,1.00375,1776792748.2428353
59.40625,0.999,1776792748.2500207
61.875,0.99225,1776792748.2572062
63.046875,0.98725,1776792748.2643917
64.203125,0.9845,1776792748.2715771
65.453125,0.98325,1776792748.2787628
66.65625,0.982,1776792748.2859483
67.859375,0.98025,1776792748.2931337
69.0,0.9795,1776792748.3003192
70.25,0.97975,1776792748.3075047
71.4375,0.98,1776792748.31469
72.578125,0.98075,1776792748.3218758
73.875,0.982,1776792748.3290613
74.96875,0.9845,1776792748.3362467
76.234375,0.987,1776792748.3434322
77.390625,0.99025,1776792748.3506176
78.59375,0.99475,1776792748.357803
79.8125,0.99825,1776792748.3649888
81.03125,0.981,1776792748.3721743
82.890625,0.66125,1776792748.3793597
84.59375,0.56625,1776792748.3865452
85.59375,0.576,1776792748.3937306
86.578125,0.57,1776792748.400916
87.78125,0.57575,1776792748.4081018
88.984375,0.5665,1776792748.4152873
90.140625,0.57625,1776792748.4224727
91.53125,0.57775,1776792748.4296582
92.703125,0.58175,1776792748.4368436
93.859375,0.58375,1776792748.444029
94.96875,0.603,1776792748.4512148
96.109375,0.59675,1776792748.4584002
97.203125,0.60575,1776792748.4655857
98.4375,0.61425,1776792748.4727712
99.578125,0.63825,1776792748.4799566
100.59375,0.6485,1776792748.487142
101.828125,0.673,1776792748.4943278
104.21875,0.64775,1776792748.5015132
105.578125,0.60575,1776792748.5086987
106.796875,0.61025,1776792748.5158842
147.140625,1.2785,1776792748.5230696
149.953125,4.0625,1776792748.530255
151.125,4.05325,1776792748.5374408
152.3125,4.0525,1776792748.5446262
153.5,4.02075,1776792748.5518117
154.78125,4.02375,1776792748.5589972
155.96875,3.985,1776792748.5661826
157.15625,3.991,1776792748.573368
158.328125,4.001,1776792748.5805538
159.53125,4.091,1776792748.5877392
161.90625,4.087,1776792748.5949247
163.09375,4.12625,1776792748.6021101
164.28125,4.1385,1776792748.6092956
165.46875,4.14425,1776792748.6164813
166.65625,4.163,1776792748.6236668
167.859375,4.18025,1776792748.6308522
169.046875,4.1945,1776792748.6380377
170.25,4.119,1776792748.6452231
171.5625,3.10075,1776792748.6524086
175.03125,4.083,1776792748.6595943
176.21875,4.1125,1776792748.6667798
177.375,4.1565,1776792748.6739652
178.625,4.177,1776792748.6811507
179.8125,4.207,1776792748.6883361
180.984375,4.22575,1776792748.6955216
182.171875,4.279,1776792748.7027073
183.359375,4.30525,1776792748.7098927
184.5625,4.34325,1776792748.7170782
186.953125,4.18875,1776792748.7242637
201.171875,0.549,1776792748.7314491
202.359375,0.5385,1776792748.7386346
203.75,0.501,1776792748.7458203
205.234375,0.49325,1776792748.7530057
206.40625,0.4845,1776792748.7601912
207.71875,0.4735,1776792748.7673767
209.0625,0.4625,1776792748.7745621
210.3125,0.449,1776792748.7817476
211.390625,0.44425,1776792748.7889333
212.78125,0.443,1776792748.7961187
213.828125,0.439,1776792748.8033042
215.359375,0.42225,1776792748.8104897
216.40625,0.44725,1776792748.817675
217.75,0.44,1776792748.8248606
219.046875,0.425,1776792748.8320463
220.203125,0.42875,1776792748.8392317
221.4375,0.432,1776792748.8464172
231.0,1.251,1776792748.8536026
232.25,1.241,1776792748.860788
233.4375,1.23875,1776792748.8679736
234.734375,1.22225,1776792748.8751593
235.859375,1.23975,1776792748.8823447
239.015625,2.03075,1776792748.8895302
240.234375,2.048,1776792748.8967156
241.21875,2.875,1776792748.903901
243.484375,4.10375,1776792748.9110866
244.671875,4.08875,1776792748.9182723
245.875,4.09825,1776792748.9254577
247.09375,4.1005,1776792748.9326432
296.40625,2.7565,1776792748.9398286
297.578125,2.763,1776792748.947014
298.796875,2.77,1776792748.9541996
300.046875,2.40875,1776792748.9613853
301.375,1.997,1776792748.9685707
307.28125,2.36225,1776792748.9757562
309.6875,2.14975,1776792748.9829416
325.125,2.40075,1776792748.990127
326.46875,1.86475,1776792748.9973125
327.78125,1.71675,1776792749.0044982
328.875,1.82975,1776792749.0116837
330.09375,1.8285,1776792749.0188692
331.3125,1.73725,1776792749.0260546
332.4375,1.81075,1776792749.03324
333.671875,1.81125,1776792749.0404255
334.828125,1.832,1776792749.0476112
336.0,1.87325,1776792749.0547967
344.421875,1.7035,1776792749.0619822
6.703125,2.95325,1776792749.0691676
8.125,1.9935,1776792749.076353
9.359375,1.9435,1776792749.0835385
11.703125,2.243,1776792749.0907242
12.921875,2.188,1776792749.0979097
14.09375,2.17425,1776792749.1050951
18.5,5.3585,1776792749.1122806
19.671875,5.382,1776792749.119466
34.046875,4.77075,1776792749.1266515
36.90625,2.08425,1776792749.1338372
38.125,2.05775,1776792749.1410227
39.3125,2.083,1776792749.1482081
50.015625,2.35825,1776792749.1553936
53.046875,1.12975,1776792749.162579
54.515625,0.978,1776792749.1697645
55.65625,0.97225,1776792749.1769502
58.109375,0.96625,1776792749.1841357
59.265625,0.96475,1776792749.1913211
60.609375,0.96275,1776792749.1985066
61.890625,0.96275,1776792749.205692
63.125,0.96175,1776792749.2128775
64.21875,0.9625,1776792749.2200632
65.53125,0.96,1776792749.2272487
66.65625,0.962,1776792749.2344341
67.921875,0.96175,1776792749.2416196
69.125,0.965,1776792749.248805
70.265625,0.96825,1776792749.2559905
71.5,0.97,1776792749.2631762
72.734375,0.97325,1776792749.2703617
73.90625,0.978,1776792749.2775471
75.125,0.98275,1776792749.2847326
76.3125,0.98425,1776792749.291918
77.515625,0.99,1776792749.2991037
78.828125,0.941,1776792749.3062892
80.5,0.6975,1776792749.3134747
81.78125,0.65375,1776792749.32066
84.5625,0.57025,1776792749.3278456
85.453125,0.5745,1776792749.335031
86.828125,0.58375,1776792749.3422167
88.0625,0.572,1776792749.3494022
89.0625,0.568,1776792749.3565876
90.40625,0.574,1776792749.363773
91.59375,0.5815,1776792749.3709586
92.703125,0.58575,1776792749.378144
93.75,0.60575,1776792749.3853297
94.96875,0.601,1776792749.3925152
96.28125,0.612,1776792749.3997006
97.40625,0.62175,1776792749.406886
98.484375,0.6475,1776792749.4140716
99.53125,0.65825,1776792749.421257
103.25,0.653,1776792749.4284427
104.34375,0.63325,1776792749.4356282
105.71875,0.62675,1776792749.4428136
144.46875,4.10225,1776792749.449999
145.671875,4.107,1776792749.4571846
146.875,4.0855,1776792749.46437
148.078125,4.076,1776792749.4715557
149.28125,4.0595,1776792749.4787412
150.484375,4.04075,1776792749.4859266
151.6875,4.013,1776792749.493112
152.875,4.00925,1776792749.5002975
154.0625,4.0895,1776792749.507483
155.390625,4.12375,1776792749.5146687
160.171875,4.18625,1776792749.5218542
161.390625,4.1945,1776792749.5290396
162.59375,4.21375,1776792749.536225
163.78125,4.25725,1776792749.5434105
166.203125,4.197,1776792749.550596
169.8125,4.12475,1776792749.5577817
171.015625,4.17125,1776792749.5649672
172.203125,4.1845,1776792749.5721526
173.40625,4.21475,1776792749.579338
174.609375,4.25125,1776792749.5865235
175.828125,4.28925,1776792749.593709
177.015625,4.321,1776792749.6008947
178.21875,4.337,1776792749.6080801
179.390625,4.3885,1776792749.6152656
181.796875,4.235,1776792749.622451
194.609375,0.6,1776792749.6296365
195.984375,0.576,1776792749.636822
197.359375,0.54925,1776792749.6440077
198.5625,0.53875,1776792749.6511931
199.9375,0.523,1776792749.6583786
201.015625,0.51225,1776792749.665564
202.375,0.50425,1776792749.6727495
203.65625,0.49625,1776792749.679935
204.828125,0.48925,1776792749.6871207
206.40625,0.47625,1776792749.6943061
207.28125,0.483,1776792749.7014916
208.453125,0.4865,1776792749.708677
209.9375,0.4815,1776792749.7158625
211.15625,0.47475,1776792749.723048
212.296875,0.47575,1776792749.7302337
213.359375,0.493,1776792749.7374191
223.5625,1.302,1776792749.7446046
224.859375,1.281,1776792749.75179
226.03125,1.277,1776792749.7589755
227.3125,1.26,1776792749.766161
228.546875,1.25775,1776792749.7733467
229.71875,1.262,1776792749.7805321
231.6875,2.075,1776792749.7877176
232.90625,2.07275,1776792749.794903
234.140625,2.087,1776792749.8020885
235.15625,2.86975,1776792749.809274
236.359375,2.8795,1776792749.8164597
237.421875,4.15225,1776792749.823645
238.625,4.14575,1776792749.8308306
239.84375,4.115,1776792749.838016
241.03125,4.1475,1776792749.8452015
242.25,4.11825,1776792749.852387
291.953125,2.74475,1776792749.8595726
293.1875,2.7505,1776792749.866758
295.65625,2.3775,1776792749.8739436
298.125,2.28975,1776792749.881129
299.25,2.69075,1776792749.8883145
321.078125,2.3735,1776792749.8955
322.484375,1.80925,1776792749.9026856
323.765625,1.6645,1776792749.909871
324.875,1.7865,1776792749.9170566
326.109375,1.77575,1776792749.924242
327.328125,1.69625,1776792749.9314275
328.515625,1.7565,1776792749.938613
329.734375,1.7575,1776792749.9457986
330.921875,1.7845,1776792749.952984
332.109375,1.81375,1776792749.9601696
